customAuthorName,title_s,docType_s,primaryDomain_s,openAccess_bool,publicationDate_s,submittedDate_s,instStructName_s,structCountry_s
Gilles Mauris,['Prise en compte de la sincérité et de la pertinence d’un décideur dans la déclaration d’objectifs industriels : une modélisation par la théorie des possibilités'],COMM,spi,False,2015-02-25,2015-07-24 11:25:53,"['Université Savoie Mont Blanc', 'IMT - MINES ALES']","['fr', 'fr', 'fr', 'fr', 'fr']"
Gilles Mauris,['Propagation of Uncertainty by the Possibility Theory in a Choquet Integral Based Aggregation for an E-Business Website Choice Support'],COMM,info.info-ai,False,2005,2009-01-17 22:27:16,"['IMT - MINES ALES', 'Université Savoie Mont Blanc', 'Université Savoie Mont Blanc']","['fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr']"
Gilles Mauris,['Deploying the ELECTRE III and MACBETH multicriteria ranking methods for SMEs tactical performance improvements'],ART,info.info-ai,False,2013,2012-06-19 11:36:59,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Gilles Mauris,['Fuzzy Sensors: an overview'],COUV,spi.auto,False,1997,2019-03-16 10:38:49,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Gilles Mauris,['An Intelligent Ultrasonic Range Finding Sensor for Robotics'],COMM,spi.auto,True,1996-06,2019-03-16 10:49:56,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Gilles Mauris,['Un modèle d’indicateur flou pour l’évaluation de la performance industrielle'],COMM,spi,False,1998-11,2019-03-16 20:00:58,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Gilles Mauris,['On the use of possibility distribution summary indicators in multi-criteria decision based on the Choquet integral: application to marketing of e-commerce organizations'],COMM,info.info-db,False,2009,2013-04-05 18:14:01,"['IMT - MINES ALES', 'Université Savoie Mont Blanc']","['fr', 'fr', 'fr', 'fr', 'fr']"
Gilles Mauris,"[""Fuzzification de la distance d'arrêt des avalanches dans les Alpes françaises pour l'aide à la décision en ski de randonnée""]",COMM,info.info-it,True,2021-10-21,2024-02-16 13:22:09,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Gilles Mauris,['Approximations linéaires par morceaux de distributions de possibilités issues de transformations de loi de probabilité'],COMM,info,False,2018-11,2019-03-14 16:12:49,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Gilles Mauris,['Fuzzy handling of industrial objectives in performance indicators'],COMM,spi.auto,False,1998-06,2019-03-15 10:51:47,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Gilles Mauris,['Seismic Image Segmentation by Fuzzy Fusion of Attributes'],ART,spi.signal,False,2001,2010-09-01 14:54:28,['Université Savoie Mont Blanc'],"['fr', 'fr', 'fr']"
Gilles Mauris,['A Fuzzy Rule-Based Model of Vibrotactile Perception via an Automobile Haptic Screen'],ART,info.info-ts,False,2015-08-01,2015-07-13 11:04:29,"['Université Savoie Mont Blanc', 'VALEO', 'VALEO']","['fr', 'fr', 'fr', 'fr', 'fr']"
Gilles Mauris,"['E-Commerce site evaluations, comparisons and recommendations within a possibilistic framework']",COMM,info.info-ai,False,2006,2009-01-17 21:22:26,"['IMT - MINES ALES', 'Université Savoie Mont Blanc', 'Université Savoie Mont Blanc']","['fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr']"
Gilles Mauris,['Analyse multicritere et integration de fonctionalités Explicatives dans un systeme de e-recommandation'],COMM,info.info-ai,False,2006,2009-01-17 21:39:11,"['IMT - MINES ALES', 'Université Savoie Mont Blanc', 'Université Savoie Mont Blanc']","['fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr']"
Gilles Mauris,['Decision Explanation and Risk Evaluation in a Multi Criteria Decision making System for an Organization'],COMM,info.info-ai,False,2005,2009-01-17 22:49:48,"['IMT - MINES ALES', 'Université Savoie Mont Blanc', 'Université Savoie Mont Blanc']","['fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr']"
Gilles Mauris,['Quantitative expression and aggregation of performance measurements based on the MACBETH multi-criteria method'],ART,spi.meca.geme,False,2006-06-06,2011-11-02 12:00:42,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Gilles Mauris,['ELECTRE and MACBETH practice for an industrial improvement approach'],COMM,spi.meca.geme,False,2011-03-02,2011-05-31 11:37:21,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Gilles Mauris,['Modélisation de la performance : une approche par logique floue des indicateurs de performance'],COMM,spi,False,1995-10,2019-03-16 20:14:59,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Gilles Mauris,"['Probability-possibility transformations, triangular fuzzy sets and probabilisitc inequalities']",COMM,info.info-ai,False,2002,2021-10-14 11:28:14,"['Université Toulouse Capitole', 'Université Toulouse - Jean Jaurès', 'Université Toulouse III - Paul Sabatier', 'Institut National Polytechnique (Toulouse)', 'Université Toulouse - Jean Jaurès', 'Université Toulouse III - Paul Sabatier', 'Université Savoie Mont Blanc']","['fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr']"
Gilles Mauris,['Fuzzy Range Sensor Fusion for the Navigation of Mobile Robots'],COMM,spi,False,1994-09,2019-03-16 14:27:15,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Gilles Mauris,['Fuzzy sensor aggregation: application to comfort measurement'],COMM,phys.phys.phys-ins-det,True,1994-07,2007-04-27 14:03:08,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Gilles Mauris,['A fuzzy colour sensor'],COMM,phys.phys.phys-ins-det,True,1994,2005-09-16 16:57:55,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Gilles Mauris,"[""Combinaison de l'interférométrie différentielle et la corrélation d'amplitude SAR pour la mesure de champs de déplacement: Application au séisme du Pakistan (2005)""]",COMM,,False,2010-11,2011-01-19 19:06:21,"['Université Savoie Mont Blanc', 'Université Joseph Fourier - Grenoble 1', 'Institut polytechnique de Grenoble - Grenoble Institute of Technology', ""Institut national des sciences de l'Univers"", ""Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture"", 'Université Savoie Mont Blanc', 'Laboratoire Central des Ponts et Chaussées', 'Institut de Recherche pour le Développement']","['fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr']"
Gilles Mauris,['A project decision support system based on an elucidative fusion system'],COMM,info.info-ai,True,2002,2021-06-17 15:45:32,['IMT - MINES ALES'],"['fr', 'fr', 'fr']"
Gilles Mauris,"[""EFIDIR : extraction et fusion d'informations pour la mesure de déplacements par imagerie radar""]",ART,info.info-ti,False,2011,2011-11-29 13:03:23,"['Université Savoie Mont Blanc', 'Télécom ParisTech', 'Université de Nantes', 'Université de Rennes', 'Institut National des Sciences Appliquées - Rennes', 'CentraleSupélec', 'Université Pierre Mendès France - Grenoble 2', 'Université Stendhal - Grenoble 3', 'Université Joseph Fourier - Grenoble 1', 'Institut polytechnique de Grenoble - Grenoble Institute of Technology', 'Université Pierre Mendès France - Grenoble 2', 'Université Stendhal - Grenoble 3', 'Université Joseph Fourier - Grenoble 1', 'Institut polytechnique de Grenoble - Grenoble Institute of Technology', 'Université Joseph Fourier - Grenoble 1', ""Institut Français des Sciences et Technologies des Transports, de l'Aménagement et des Réseaux"", ""Institut national des sciences de l'Univers"", 'Institut de recherche pour le développement [IRD] : UR219', 'PRES Université de Grenoble', 'Université Savoie Mont Blanc', ""Institut national des sciences de l'Univers"", 'École normale supérieure - Paris', 'Université Joseph Fourier - Grenoble 1', ""Institut Français des Sciences et Technologies des Transports, de l'Aménagement et des Réseaux"", ""Institut national des sciences de l'Univers"", 'Institut de recherche pour le développement [IRD] : UR219', 'PRES Université de Grenoble', 'Université Savoie Mont Blanc', 'Université Joseph Fourier - Grenoble 1', ""Institut Français des Sciences et Technologies des Transports, de l'Aménagement et des Réseaux"", ""Institut national des sciences de l'Univers"", 'Institut de recherche pour le développement [IRD] : UR219', 'PRES Université de Grenoble', 'Université Savoie Mont Blanc', 'Université de Rennes', 'Institut National des Sciences Appliquées - Rennes', ""Ecole Supérieure d'Electricité - SUPELEC (FRANCE)""]","['fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr']"
Gilles Mauris,['A dedicated language for distributed intelligence based fuzzy sensors'],COMM,phys.phys.phys-ins-det,True,1998-05,2012-07-31 14:58:03,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Gilles Mauris,['Transformation of bimodal probability distributions into possibility distributions'],ART,info.info-ts,False,2010-01-01,2010-05-16 16:57:22,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Gilles Mauris,['A cybernetic modeling of a multi-criteria decision process in organization'],COMM,info.info-ai,False,2004,2009-01-17 22:57:43,"['IMT - MINES ALES', 'Université Savoie Mont Blanc', 'Université Savoie Mont Blanc']","['fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr']"
Gilles Mauris,['Industrial performance improvement: efficacy and efficiency measurement issued from a Choquet integral aggregation'],COMM,info.info-au,False,2005,2009-01-17 22:31:52,"['Université Savoie Mont Blanc', 'Université Savoie Mont Blanc', 'IMT - MINES ALES']","['fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr']"
Gilles Mauris,['A fuzzy symbolic approach to formalize sensory measurements : an application to a comfort sensor'],ART,,False,2002,2009-10-29 11:39:16,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Gilles Mauris,['Possibility/necessity semantics for the evaluation of the manufacturing processes performance'],COMM,spi.auto,False,1998-10,2019-03-15 19:26:57,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Gilles Mauris,['A fuzzy symbolic approach to formalize sensory measurements : an application to a comfort sensor'],COMM,spi.auto,False,2001-05,2019-03-15 10:08:47,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Gilles Mauris,['A fuzzy approach for the expression of uncertainty in measurement'],ART,info.info-ai,False,2001-04,2019-03-14 22:46:54,"['Université Savoie Mont Blanc', 'Faculté de Pharmacie']","['fr', 'fr', 'fr', 'fr']"
Gilles Mauris,"[""How to handle the Decision-Maker's awareness of industrial context in his objectives declaration?""]",COMM,info.info-ai,True,2015-10-21,2015-11-06 10:47:17,"['IMT - MINES ALES', 'Université Savoie Mont Blanc']","['fr', 'fr', 'fr', 'fr', 'fr']"
Gilles Mauris,['A fuzzy linguistic-based software tool for seismic image interpretation'],ART,spi.signal,False,2003-06,2010-09-01 16:14:57,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Gilles Mauris,['Comparison of Probability-Possibility Transformations by Dissimilarity Measures in a Context of Change Detection'],COMM,info.info-ts,True,2017-10-20,2018-05-23 12:09:57,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Gilles Mauris,['Revisiting some conventional statistical notions in the framework of possibility theory'],COMM,stat,False,2015-05-27,2015-07-28 09:08:19,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Gilles Mauris,['Transformation possibiliste de lois de probabilités multi-variées elliptiques'],COMM,info.info-ts,False,2019-11-14,2022-02-01 15:50:35,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Gilles Mauris,['Visual analytics for aiding decisions of ski touring itinerary in a risky snow avalanche environment'],COMM,info.info-ts,False,2017-07-31,2017-12-28 16:00:05,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Gilles Mauris,['A Fuzzy Expert Model of Haptic Perception for Automobile Touch-Screen Displays'],COMM,spi,True,2015-07,2015-07-08 20:16:46,"['Université Savoie Mont Blanc', 'VALEO']","['fr', 'fr', 'fr']"
Gilles Mauris,['A microprocessor based sonar sensor}'],COMM,spi.auto,False,1987-10,2019-03-16 11:03:38,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Gilles Mauris,['Process Capability Indices based on Skewed Possibility Distributions for Drilling Operations'],COMM,spi,False,2021-06-18,2021-06-29 09:56:32,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Gilles Mauris,"['Construction de distributions de possibilité bivariées à partir de distributions marginales connues', 'On the construction of bivariate possibility distributions with given marginal distributions']",COMM,info.info-ts,False,2020-10-15,2021-06-29 11:12:59,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Gilles Mauris,"[""Assimilation des mesures de déplacement issues de la corrélation d'amplitude et de l'interférométrie différentielle (D-InSAR) pour l'estimation des paramètres de failles co-sismiques""]",COMM,,False,2010-12-09,2011-01-20 14:24:04,"['Université Savoie Mont Blanc', 'Université Joseph Fourier - Grenoble 1', 'Institut polytechnique de Grenoble - Grenoble Institute of Technology', ""Institut national des sciences de l'Univers"", ""Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture"", 'Université Savoie Mont Blanc', 'Laboratoire Central des Ponts et Chaussées', 'Institut de Recherche pour le Développement']","['fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr']"
Gilles Mauris,['Information System and Decisional Risk Control for a Cybernetic Modeling of Project Management'],COMM,info.info-ai,False,2004,2009-01-17 23:32:56,"['IMT - MINES ALES', 'Université Savoie Mont Blanc', 'Université Savoie Mont Blanc']","['fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr']"
Gilles Mauris,"[""Vision possibiliste de l'estimation du paramètre d'une loi binomiale""]",COMM,info.info-ts,False,2013-10-10,2013-11-05 15:48:39,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Gilles Mauris,['Un Modèle Psychophysique Flou pour l’Évaluation Hédonique de Signaux Vibrotactiles'],COMM,info,False,2014-10-25,2014-12-16 15:26:24,"['Université Savoie Mont Blanc', 'VALEO']","['fr', 'fr', 'fr', 'fr']"
Gilles Mauris,['Efficacy and efficiency indexes for a multi-criteria industrial performance synthesized by Choquet integral aggregation'],ART,info.info-ai,True,2008-04-30,2021-06-07 09:27:49,"['Université Savoie Mont Blanc', 'IMT - MINES ALES']","['fr', 'fr', 'fr', 'fr', 'fr']"
Gilles Mauris,['Fuzzy Fusion Techniques for Linear Features Detection in Multitemporal SAR Images'],ART,spi.signal,False,1999,2013-03-12 16:23:43,['Université Savoie Mont Blanc'],"['fr', 'fr', 'fr']"
Gilles Mauris,['A statistical overview of recent literature in information fusion'],ART,spi.other,False,2001,2010-09-01 15:11:49,['Université Savoie Mont Blanc'],"['fr', 'fr', 'fr']"
Gilles Mauris,['Management decision-aiding with a fuzzy integral based Performance Measurement System'],COMM,info.info-ts,True,2011-07-18,2021-08-27 08:11:16,"['Université Savoie Mont Blanc', 'IMT - MINES ALES']","['fr', 'fr', 'fr', 'fr', 'fr']"
Gilles Mauris,['Decision-making aiding for the improvement of an overall performance issued from a Choquet integral-based aggregation'],COMM,spi.auto,False,2012-05-23,2012-06-18 10:03:54,"['Université Savoie Mont Blanc', 'IMT - MINES ALES']","['fr', 'fr', 'fr', 'fr', 'fr']"
Gilles Mauris,['Expression of measurement uncertainty in a very limited knowledge context: a possibility theory-based approach'],ART,,False,2007,2009-10-29 11:28:25,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Gilles Mauris,['18th ICPR paper: INDUSTRIAL PERFORMANCE MEASUREMENT: AN APPROACH BASED ON THE AGGREGATION OF UNIPOLAR OR BIPOLAR EXPRESSIONS'],ART,,True,2006-09-13,2010-09-01 02:58:30,"['Université Savoie Mont Blanc', 'European Commission [Brussels]']","['fr', 'fr', 'lu', 'be']"
Gilles Mauris,['Indices de capabilité et distributions de possibilités'],COMM,info.info-ts,False,2021-10-21,2022-02-01 16:04:49,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Gilles Mauris,['Explications locales pour un système à base de règles linguistiques floues'],COMM,info,False,2024,2024-11-12 14:07:01,['IMT - MINES ALES'],"['fr', 'fr', 'fr', 'fr']"
Gilles Mauris,['A fuzzy rule-based interactive fusion system for seismic data analysis'],ART,spi.signal,False,2003,2010-09-01 15:38:57,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Gilles Mauris,['Fuzzy linguistic methods for the aggregation of complementary sensor information'],COUV,spi.auto,False,1998,2019-03-15 22:48:38,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Gilles Mauris,['Fuzzy Sensors for the Fusion of Information'],COMM,spi.auto,False,1994-09,2019-03-15 21:50:17,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Nicolas Méger,['Extraction de Motifs Séquentiels Fréquents sous Contraintes dans des Données Contenant des Répétitions Consécutives'],ART,info.info-lg,False,2004-01-01,2010-06-23 22:14:22,"['Université Lumière - Lyon 2', 'École Centrale de Lyon', 'Université Claude Bernard Lyon 1', 'Institut National des Sciences Appliquées de Lyon']","['fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr']"
Nicolas Méger,['Editorial'],ART,info.info-ti,False,2013-09-02,2014-09-19 09:46:58,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Nicolas Méger,['Connectivity constraint-based sequential pattern extraction from Satellite Image Time Series'],COMM,info.info-lg,False,2013-09-23,2013-10-07 09:44:59,"['Université Savoie Mont Blanc', 'Institute of Space Science [Bucharest-Măgurele]']","['fr', 'fr', 'ro']"
Nicolas Méger,['Studying Evolution of Hydrothermal Alteration Materials in the Turrialba Volcano through Multispectral and Hyperspectral Images'],COMM,info.info-ds,True,2020,2020-12-30 20:13:57,"['Instituto Nacional de Técnica Aeroespacial', 'Universidad Politécnica de Madrid', 'Université Lumière - Lyon 2', 'École Centrale de Lyon', 'Université Claude Bernard Lyon 1', 'Institut National des Sciences Appliquées de Lyon', 'Université Lumière - Lyon 2', 'École Centrale de Lyon', 'Université Claude Bernard Lyon 1', 'Institut National des Sciences Appliquées de Lyon', 'Université Savoie Mont Blanc', 'Universidad de Costa Rica', 'Universidade Federal de Alagoas = Federal University of Alagoas']","['es', 'es', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'br', 'cr', 'br']"
Nicolas Méger,['Association Maps as Integrity Constraints in Inductive Databases'],COMM,info.info-lg,False,2002-08-30,2010-09-24 16:14:14,N/A,['fr']
Nicolas Méger,"[""Suivi de l'érosion par imagerie satellite et fouille de données spatio-temporelles"", 'Erosion monitoring by satellite image analysis and spatiotemporal data mining']",COMM,info.info-ds,False,2016,2016-09-18 16:44:40,"['Institut National des Sciences Appliquées de Lyon', 'Bluecham SAS [Nouméa]', 'Université Savoie Mont Blanc', 'Université Lumière - Lyon 2', 'École Centrale de Lyon', 'Université Claude Bernard Lyon 1', 'Institut National des Sciences Appliquées de Lyon', 'Université Lumière - Lyon 2', 'École Centrale de Lyon', 'Université Claude Bernard Lyon 1', 'Institut National des Sciences Appliquées de Lyon', 'Institut National de Recherche en Informatique et en Automatique', 'Université Claude Bernard Lyon 1', ""VetAgro Sup - Institut national d'enseignement supérieur et de recherche en alimentation, santé animale, sciences agronomiques et de l'environnement"", 'Université Lumière - Lyon 2', 'École Centrale de Lyon', 'Université Claude Bernard Lyon 1', 'Institut National des Sciences Appliquées de Lyon']","['fr', 'fr', 'fr', 'fr', 'nc', 'nc', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr']"
Nicolas Méger,['On mining pixel based evolution classes in satellite image time series'],COMM,info.info-lg,False,2008-03-06,2010-09-24 15:56:07,"['Université Savoie Mont Blanc', 'Université Politehnica [Bucarest, Roumanie]']","['fr', 'fr', 'ro', 'ro']"
Nicolas Méger,['Integrity Constraints over Association Rules'],COUV,info.info-lg,False,2004-06-28,2010-06-23 22:08:39,"['Université Lumière - Lyon 2', 'École Centrale de Lyon', 'Université Claude Bernard Lyon 1', 'Institut National des Sciences Appliquées de Lyon']","['fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr']"
Nicolas Méger,['A pattern-based mining system for exploring Displacement Field Time Series'],COMM,info.info-ds,True,2019-11-08,2019-11-13 16:06:10,"['Université Savoie Mont Blanc', 'Université Lumière - Lyon 2', 'École Centrale de Lyon', 'Université Claude Bernard Lyon 1', 'Institut National des Sciences Appliquées de Lyon', 'Université Lumière - Lyon 2', 'École Centrale de Lyon', 'Université Claude Bernard Lyon 1', 'Institut National des Sciences Appliquées de Lyon', 'Université Lumière - Lyon 2', 'École Centrale de Lyon', 'Université Claude Bernard Lyon 1', 'Institut National des Sciences Appliquées de Lyon', 'Institut National de Recherche en Informatique et en Automatique', 'Université Claude Bernard Lyon 1', ""VetAgro Sup - Institut national d'enseignement supérieur et de recherche en alimentation, santé animale, sciences agronomiques et de l'environnement"", 'Université Lumière - Lyon 2', 'École Centrale de Lyon', 'Université Claude Bernard Lyon 1', 'Institut National des Sciences Appliquées de Lyon', 'University of Edinburgh']","['fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'gb', 'gb']"
Nicolas Méger,['Explaining the decisions and the functioning of a convolutional spatiotemporal land cover classifier with channel attention and redescription mining'],ART,sde,True,2024-09,2024-07-16 22:12:22,"['Université Savoie Mont Blanc', 'Université Savoie Mont Blanc', 'Institut National de Recherche en Informatique et en Automatique', 'Centre de Coopération Internationale en Recherche Agronomique pour le Développement', 'AgroParisTech', 'Institut National de Recherche pour l’Agriculture, l’Alimentation et l’Environnement', 'Centre de Coopération Internationale en Recherche Agronomique pour le Développement', 'AgroParisTech', 'Institut National de Recherche pour l’Agriculture, l’Alimentation et l’Environnement', 'Université de Rennes', 'Institut National des Sciences Appliquées - Rennes', 'Université de Bretagne Sud', 'École normale supérieure - Rennes', 'Institut National de Recherche en Informatique et en Automatique', 'CentraleSupélec', 'IMT Atlantique']","['fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr']"
Nicolas Méger,['Method for predicting a rotation fault in the rotor of a vacuum pump and associated pumping device'],PATENT,,False,2010-12-29,2011-01-28 18:11:44,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Nicolas Méger,['Extraction of Frequent Grouped Sequential Patterns from Satellite Image Time Series'],COMM,info.info-lg,False,2010-07-25,2010-09-23 17:42:24,"['Université Savoie Mont Blanc', 'Université Politehnica [Bucarest, Roumanie]', 'Université Lumière - Lyon 2', 'École Centrale de Lyon', 'Université Claude Bernard Lyon 1', 'Institut National des Sciences Appliquées de Lyon', 'Université Lumière - Lyon 2', 'École Centrale de Lyon', 'Université Claude Bernard Lyon 1', 'Institut National des Sciences Appliquées de Lyon', 'Institut National de Recherche en Informatique et en Automatique', 'Université Claude Bernard Lyon 1', ""VetAgro Sup - Institut national d'enseignement supérieur et de recherche en alimentation, santé animale, sciences agronomiques et de l'environnement"", 'Université Lumière - Lyon 2', 'École Centrale de Lyon', 'Université Claude Bernard Lyon 1', 'Institut National des Sciences Appliquées de Lyon', ""Institut national des sciences de l'Univers"", 'École normale supérieure - Paris', 'Université Joseph Fourier - Grenoble 1', 'Institut polytechnique de Grenoble - Grenoble Institute of Technology', ""Institut national des sciences de l'Univers"", ""Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture"", 'Université Savoie Mont Blanc', 'Laboratoire Central des Ponts et Chaussées', 'Institut de Recherche pour le Développement', 'University Politehnica of Bucharest [Romania]']","['fr', 'fr', 'ro', 'ro', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'ro', 'ro']"
Nicolas Méger,['Radiometric evolution classification in high resolution satellite image time series SITS'],COMM,info.info-lg,False,2008-03-06,2010-09-24 16:01:20,"['Télécom ParisTech', 'Université Savoie Mont Blanc', 'Université Politehnica [Bucarest, Roumanie]']","['fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'ro', 'ro']"
Nicolas Méger,"[""Démonstrateur d'utilisation de l'Intelligence Artificielle pour la gestion opérationnelle des risques naturels gravitaires géologiques Projet RINA""]",REPORT,spi.gciv.risq,False,2021-11,2024-01-18 19:11:40,"[""Centre d'Etudes et d'Expertise sur les Risques, l'Environnement, la Mobilité et l'Aménagement"", 'Bureau de Recherches Géologiques et Minières', 'Groupe Géolithe', 'Université Savoie Mont Blanc', 'Université de Rennes', 'Institut National des Sciences Appliquées - Rennes', 'Université de Bretagne Sud', 'École normale supérieure - Rennes', 'Institut National de Recherche en Informatique et en Automatique', 'CentraleSupélec', 'IMT Atlantique']","['fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr']"
Nicolas Méger,['On Joint Parameterizations of Linear and Nonlinear Functionals in Neural Networks'],ART,info.info-lg,True,2023-03,2023-01-12 10:31:43,"['Université Savoie Mont Blanc', ""École Nationale d'Ingénieurs de Brest"", 'Université de Bretagne Sud', 'Université de Brest', 'École Nationale Supérieure de Techniques Avancées Bretagne', 'IMT Atlantique', 'IMT Atlantique']","['fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr']"
